provider,attribute_path,description,provider_uid,publisher,publication_id,publication_title,entity_level,value_types,occurrences,non_null_occurrences,sample_values
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.electricEnergy[].energyRate[].ratePolicy.value,Rate Policy value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point > electric Energy list > energy Rate list,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,charge_point,string,2439,2439,adHoc
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.idG,Global DATEX identifier in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,charge_point,string,2444,2444,DK*MON*E885628 | DK*MON*E885583 | DK*MON*E885475
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.name.values[].lang,Language code for localized Name text in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,charge_point,string,2444,2444,de
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.name.values[].value,Localized text value for Name in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,charge_point,string,2444,2444,5# 22kW #Wagtec | 4# 22kW #Wagtec | 3# 22kW #Wagtec
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.versionG,DATEX version number in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,charge_point,string,2444,2444,1
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].serviceType[].serviceType.value,Service type value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > service Type list,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,station,string,1562,1562,unattended
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].totalMaximumPower,Total maximum power in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,station,number,1562,1562,22.0 | 50.0 | 11.0
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].versionG,DATEX version number in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,station,string,1562,1562,1
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].idG,Global DATEX identifier in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,site,string,588,588,site-174963 | site-197674 | site-209186
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].locationReference.locPointLocation.coordinatesForDisplay.latitude,Latitude in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Location reference > Point location > Display coordinates,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,site,number,588,588,54.197634 | 52.510875 | 52.5093812
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].locationReference.locPointLocation.coordinatesForDisplay.longitude,Longitude in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Location reference > Point location > Display coordinates,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,site,number,588,588,11.0213514 | 13.3762494 | 13.3679434
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].locationReference.locPointLocation.pointByCoordinates.pointCoordinates.latitude,Latitude in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Location reference > Point location > Coordinates block > Point coordinates,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,site,number,588,588,54.197634 | 52.510875 | 52.5093812
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].locationReference.locPointLocation.pointByCoordinates.pointCoordinates.longitude,Longitude in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Location reference > Point location > Coordinates block > Point coordinates,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,site,number,588,588,11.0213514 | 13.3762494 | 13.3679434
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].versionG,DATEX version number in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,site,string,588,588,1
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].idG,Global DATEX identifier in AFIR energy infrastructure table publication > Energy infrastructure table,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,publication,string,1,1,monta-table-001
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].versionG,DATEX version number in AFIR energy infrastructure table publication > Energy infrastructure table,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,publication,string,1,1,1
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.lang,Language code for AFIR energy infrastructure table publication,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,publication,string,1,1,en
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.publicationCreator.country,Country in AFIR energy infrastructure table publication > Publication Creator,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,publication,string,1,1,DE
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.publicationCreator.nationalIdentifier,National Identifier in AFIR energy infrastructure table publication > Publication Creator,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,publication,string,1,1,monta-001
Monta ApS,payload.aegiEnergyInfrastructureTablePublication.publicationTime,Publication Time in AFIR energy infrastructure table publication,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,publication,string,1,1,2026-04-14T08:42:31.677282
Monta ApS,payload.modelBaseVersionG,Model Base Version G,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,publication,string,1,1,3
Monta ApS,payload.profileNameG,Profile Name G,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,publication,string,1,1,AFIR Energy InfrastructureG
Monta ApS,payload.profileVersionG,Profile Version G,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,publication,string,1,1,01-00-00G
Monta ApS,payload.versionG,DATEX version number,monta_aps,Monta ApS,963836072152719360,AFIR-recharging-stat-MONTA,publication,string,1,1,3.5
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].authenticationAndIdentificationMethods[].value,authentication And Identification Methods list value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,string,4302,4302,nfc | creditCard | apps
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].electricEnergy[].energyRate[].applicableCurrency[],applicable Currency list in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > electric Energy list > energy Rate list,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,string,1434,1434,EUR
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].electricEnergy[].energyRate[].energyPrice[].overallPeriod.overallStartTime,Overall Start Time in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > electric Energy list > energy Rate list > energy Price list > Overall Period,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,string,2868,2868,2024-04-24T00:00:00Z | 2025-04-23T00:00:00Z
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].electricEnergy[].energyRate[].energyPrice[].overallPeriod.validPeriod[].recurringTimePeriodOfDay[].endTimeOfPeriod,End Time Of Period in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > electric Energy list > energy Rate list > energy Price list > Overall Period > valid Period list > recurring Time Period Of Day list,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,string,2868,2868,21:00:00Z | 07:00:00Z
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].electricEnergy[].energyRate[].energyPrice[].overallPeriod.validPeriod[].recurringTimePeriodOfDay[].startTimeOfPeriod,Start Time Of Period in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > electric Energy list > energy Rate list > energy Price list > Overall Period > valid Period list > recurring Time Period Of Day list,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,string,2868,2868,07:00:00Z | 21:00:00Z
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].electricEnergy[].energyRate[].energyPrice[].priceCap,Price Cap in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > electric Energy list > energy Rate list > energy Price list,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,number,919,919,3.6
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].electricEnergy[].energyRate[].energyPrice[].priceType.value,Price Type value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > electric Energy list > energy Rate list > energy Price list,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,string,4302,4302,pricePerKWh | pricePerMinute
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].electricEnergy[].energyRate[].energyPrice[].taxIncluded,Tax Included in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > electric Energy list > energy Rate list > energy Price list,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,boolean,4302,4302,True
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].electricEnergy[].energyRate[].energyPrice[].taxRate,Tax rate in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > electric Energy list > energy Rate list > energy Price list,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,number,4302,4302,19.0
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].electricEnergy[].energyRate[].energyPrice[].value,energy Price list value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > electric Energy list > energy Rate list,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,number,4302,4302,0.49 | 0.02 | 0.51
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].electricEnergy[].energyRate[].idG,Global DATEX identifier in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > electric Energy list > energy Rate list,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,string,1434,1434,tariff-128 | tariff-205 | tariff-129
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].electricEnergy[].energyRate[].lastUpdated,Last updated timestamp in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > electric Energy list > energy Rate list,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,string,1434,1434,2024-04-24T00:00:00Z | 2025-04-23T00:00:00Z
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].electricEnergy[].energyRate[].ratePolicy.value,Rate Policy value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > electric Energy list > energy Rate list,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,string,1434,1434,adHoc
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].idG,Global DATEX identifier in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,string,1434,1434,132b77d9-cc9e-4db9-bf7a-6099893301d9 | 9fa68d7f-363a-44c7-a337-2c13e75ca519 | 3bd98e88-c8d4-45b9-ad51-e9ca92977cac
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.pointByCoordinates.pointCoordinates.latitude,Latitude in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Coordinates block > Point coordinates,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,number,1434,1434,51.94766616821289 | 52.5228271484375 | 52.55916976928711
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.pointByCoordinates.pointCoordinates.longitude,Longitude in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Coordinates block > Point coordinates,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,number,1434,1434,7.619739055633545 | 13.580622673034668 | 13.214347839355469
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].numberOfRefillPoints,Number of charge points in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,integer,1434,1434,2 | 1
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.chargingMode.value,Charging Mode value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,charge_point,string,1633,1633,mode3AC3p
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.connector[].connectorFormat.value,Connector Format value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point > Connector,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,connector,string,2341,2341,socket | cableMode3
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.connector[].connectorType.value,Connector Type value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point > Connector,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,connector,string,2341,2341,iec62196T2
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.connector[].maximumCurrent,Maximum Current in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point > Connector,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,connector,number,2341,2341,32.0 | 16.0 | 30.0
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.connector[].maxPowerAtSocket,Max Power At Socket in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point > Connector,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,connector,number,2341,2341,22080.0 | 11040.0 | 20700.0
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.connector[].voltage,Voltage in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point > Connector,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,connector,number,2341,2341,230.0
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.currentType.value,Current type value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,charge_point,string,1633,1633,ac
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.deliveryUnit.value,Delivery unit value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,charge_point,string,1633,1633,kWh
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.externalIdentifier[].identifier,Identifier in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point > external Identifier list,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,charge_point,string,1633,1633,DEQRME69F5911 | DEQRME69F5912 | DEQRME37MWH11
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.externalIdentifier[].typeOfIdentifier.extendedValueG,Extended Value G in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point > external Identifier list > Type Of Identifier,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,charge_point,string,1633,1633,evseId
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.externalIdentifier[].typeOfIdentifier.value,Type Of Identifier value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point > external Identifier list,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,charge_point,string,1633,1633,extendedG
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.idG,Global DATEX identifier in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,charge_point,string,1633,1633,6164cef7-f288-4208-b6eb-bf148a7e8d86 | a39e418c-4db9-4cd9-88c6-8279e61ca68b | 494927a3-9f15-48ac-99ee-6c6ed4c30f59
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.numberOfConnectors,Number of connectors in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,charge_point,integer,1633,1633,1 | 2
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.versionG,DATEX version number in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,charge_point,string,1633,1633,2026-04-14T01:09:15+00:00 | 2026-04-14T01:03:34+00:00 | 2026-04-14T01:06:39+00:00
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].serviceType[].serviceType.value,Service type value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > service Type list,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,string,1434,1434,unattended
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].totalMaximumPower,Total maximum power in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,number,1434,1434,44160.0 | 11040.0 | 33120.0
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].versionG,DATEX version number in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,station,string,1434,1434,2026-02-10T18:44:52+00:00 | 2025-08-31T14:44:48+00:00 | 2026-03-16T01:51:48+00:00
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].idG,Global DATEX identifier in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,site,string,631,631,7e087215-958a-4a80-92ba-ee19e7fb9e65 | 10fc6933-12cc-45a2-9a65-888520a5c141 | 748cfa3e-1b34-4f29-b1af-7fb40954fe2f
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].locationReference.locPointLocation.pointByCoordinates.pointCoordinates.latitude,Latitude in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Location reference > Point location > Coordinates block > Point coordinates,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,site,number,631,631,51.94766616821289 | 52.5228271484375 | 52.5591926574707
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].locationReference.locPointLocation.pointByCoordinates.pointCoordinates.longitude,Longitude in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Location reference > Point location > Coordinates block > Point coordinates,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,site,number,631,631,7.619739055633545 | 13.580622673034668 | 13.214357376098633
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].name.values[].lang,Language code for localized Name text in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,site,string,631,631,de
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].name.values[].value,Localized text value for Name in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,site,string,631,631,Turmstraße 20 | Teterower Ring 118 | Bamihlstraße 7
Qwello Deutschland GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].operator.afacAnOrganisation.name.values[].lang,Language code for localized Name text in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Operator > Afac An Organisation,qwello_deutschland_gmbh,Qwello Deutschland GmbH,972963216296222720,AFIR-recharging-stat-Qwello-Deutschland-GmbH,site,string,631,631,de
