distance_m,postcode_match,city_match,address_match,operator_similarity,provider_uid,static_publication_id,site_id,site_operator,site_address,site_postcode,site_city,site_total_evses,station_id,station_operator,station_address,station_postcode,station_city,station_charging_points_count,score
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000236,ENBW,,,,2,0320f947e10d4094,EnBW mobility+ AG und Co.KG,Waldhäuser Str. 122 72076 Tübingen Landkreis Tübingen,72076,Tübingen,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000261,ENBW,,,,2,dec661b9faac8073,EnBW mobility+ AG und Co.KG,Wimpasinger Str. 11 83278 Traunstein Landkreis Traunstein,83278,Traunstein,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000269,ENBW,,,,2,aee57339dcbf04e3,EnBW mobility+ AG und Co.KG,Meglingerstr. 27 81477 München Kreisfreie Stadt München,81477,München,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000305,ENBW,,,,2,6eb846e2afbc4969,EnBW mobility+ AG und Co.KG,Fichtheimer Feld 1 94405 Landau a.d.Isar Landkreis Dingolfing-Landau,94405,Landau a.d.Isar,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000339,ENBW,,,,2,0eb29c74f9a8e55c,EnBW mobility+ AG und Co.KG,Wackersdorfer Straße 52 92421 Schwandorf Landkreis Schwandorf,92421,Schwandorf,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000347,ENBW,,,,2,06741d0f99799851,EnBW mobility+ AG und Co.KG,Ammerholz 3 93080 Pentling Landkreis Regensburg,93080,Pentling,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000348,ENBW,,,,2,ce8c46476d66b0e9,EnBW mobility+ AG und Co.KG,Äußerer Talhof 2 78532 Tuttlingen Landkreis Tuttlingen,78532,Tuttlingen,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000351,ENBW,,,,2,1e03fa0da4ad3ca4,EnBW mobility+ AG und Co.KG,Lippertsreuter Str. 4B 88662 Überlingen Landkreis Bodenseekreis,88662,Überlingen,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000355,ENBW,,,,2,3ba7ee4ba1dc1317,EnBW mobility+ AG und Co.KG,Friedrich-List-Str. 18 88353 Kißlegg Landkreis Ravensburg,88353,Kißlegg,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000368,ENBW,,,,2,533af9081dced07d,EnBW mobility+ AG und Co.KG,Rother Str. 18 90584 Allersberg Landkreis Roth,90584,Allersberg,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000370,ENBW,,,,2,1f094e667d3e4846,EnBW mobility+ AG und Co.KG,Ringstr. 5 76571 Gaggenau Landkreis Rastatt,76571,Gaggenau,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000371,ENBW,,,,2,b79510ad68e87c6a,EnBW mobility+ AG und Co.KG,Ludwigsburger Straße 40 74343 Sachsenheim Landkreis Ludwigsburg,74343,Sachsenheim,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000408,ENBW,,,,2,67bb5a34bf3dd58c,EnBW mobility+ AG und Co.KG,Austraße 14 74613 Öhringen Landkreis Hohenlohekreis,74613,Öhringen,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000434,ENBW,,,,2,b6b300d2ca086a8b,EnBW mobility+ AG und Co.KG,Grevenmarschstr. 17 32657 Lemgo Kreis Lippe,32657,Lemgo,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000441,ENBW,,,,2,1e53ff28787504bc,EnBW mobility+ AG und Co.KG,Riedstr. 40 89537 Giengen an der Brenz Landkreis Heidenheim,89537,Giengen an der Brenz,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000447,ENBW,,,,2,eec1282dfe640e07,EnBW mobility+ AG und Co.KG,Tuttlinger Straße 63 78628 Rottweil Landkreis Rottweil,78628,Rottweil,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000465,ENBW,,,,2,771a93951be96e0d,EnBW mobility+ AG und Co.KG,Daimlerstr. 15-25 78532 Tuttlingen Landkreis Tuttlingen,78532,Tuttlingen,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000514,ENBW,,,,2,39d30cb639477bfd,EnBW mobility+ AG und Co.KG,Steinbeisstr. 1 71229 Leonberg Landkreis Böblingen,71229,Leonberg,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000523,ENBW,,,,2,81b454e964e7c633,EnBW mobility+ AG und Co.KG,Am Eichengarten 1 06842 Dessau-Rosslau Kreisfreie Stadt Dessau-Roßlau,6842,Dessau-Rosslau,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000528,ENBW,,,,2,7a431cab7a3ac883,EnBW mobility+ AG und Co.KG,Freiburger Str. 11 77866 Rheinau Landkreis Ortenaukreis,77866,Rheinau,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000538,ENBW,,,,2,ec251d8b0f2b1a52,EnBW mobility+ AG und Co.KG,Argenstraße 6 88079 Kressbronn am Bodensee Landkreis Bodenseekreis,88079,Kressbronn am Bodensee,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000550,ENBW,,,,2,c9094147aa1bf5cf,EnBW mobility+ AG und Co.KG,Robert-Bosch-Str. 3 92637 Weiden Kreisfreie Stadt Weiden i.d. OPf.,92637,Weiden,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000559,ENBW,,,,2,4f275c00779ac810,EnBW mobility+ AG und Co.KG,Gottlieb-Daimler-Straße 2 46282 Dorsten Kreis Recklinghausen,46282,Dorsten,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000628,ENBW,,,,2,0b16fe2708a93ee7,EnBW mobility+ AG und Co.KG,Frankenforster Straße 27-29 51427 Bergisch Gladbach Kreis Rheinisch-Bergischer Kreis,51427,Bergisch Gladbach,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000630,ENBW,,,,2,e3e56375c87e2538,EnBW mobility+ AG und Co.KG,Friedenstr. 6 88212 Ravensburg Landkreis Ravensburg,88212,Ravensburg,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000631,ENBW,,,,2,208588e8a9b33ea7,EnBW mobility+ AG und Co.KG,Hochwaldstraße 20 78224 Singen (Hohentwiel) Landkreis Konstanz,78224,Singen (Hohentwiel),2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000636,ENBW,,,,2,71f173e99d019a62,EnBW mobility+ AG und Co.KG,Auweg 1 74847 Obrigheim Landkreis Neckar-Odenwald-Kreis,74847,Obrigheim,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000641,ENBW,,,,2,5dbee99a7dc4b560,EnBW mobility+ AG und Co.KG,Tullastr. 12 79713 Bad Säckingen Landkreis Waldshut,79713,Bad Säckingen,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000643,ENBW,,,,2,b432ecc9ee6fd072,EnBW mobility+ AG und Co.KG,Eberstadter Straße 5 74722 Buchen (Odenwald) Landkreis Neckar-Odenwald-Kreis,74722,Buchen (Odenwald),2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000649,ENBW,,,,2,88ae5a527b940af8,EnBW mobility+ AG und Co.KG,Freudenstädter Str. 57 72290 Loßburg Landkreis Freudenstadt,72290,Loßburg,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000685,ENBW,,,,2,4feff09892d5289e,EnBW mobility+ AG und Co.KG,Bahnhofstr. 1 79848 Bonndorf im Schwarzwald Landkreis Waldshut,79848,Bonndorf im Schwarzwald,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000686,ENBW,,,,2,43d1666e94451add,EnBW mobility+ AG und Co.KG,Am Kugelrain 6 79837 St. Blasien Landkreis Waldshut,79837,St. Blasien,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000703,ENBW,,,,4,d3caa138c4628e27,EnBW mobility+ AG und Co.KG,Friedrichshagener Straße 38-42 12555 Berlin Kreisfreie Stadt Berlin,12555,Berlin,4,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000780,ENBW,,,,2,1680556bdad2b1ff,EnBW mobility+ AG und Co.KG,Finninger Str. 61 89231 Neu-Ulm Landkreis Neu-Ulm,89231,Neu-Ulm,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000783,ENBW,,,,2,38ba07f2cd9be62c,EnBW mobility+ AG und Co.KG,Hofmannstr. 10 81379 München Kreisfreie Stadt München,81379,München,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000786,ENBW,,,,3,18321ba70bc7c61b,EnBW mobility+ AG und Co.KG,Almosenberg 2 97877 Wertheim Landkreis Main-Tauber-Kreis,97877,Wertheim,3,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000789,ENBW,,,,2,2b7ad6ba5a3308de,EnBW mobility+ AG und Co.KG,Schlachthausstraße 3 76131 Karlsruhe Stadtkreis Karlsruhe,76131,Karlsruhe,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000836,ENBW,,,,2,1e5d8f955a73e992,EnBW mobility+ AG und Co.KG,Maximilianallee 18-20 04129 Leipzig Kreisfreie Stadt Leipzig,4129,Leipzig,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000844,ENBW,,,,4,2153ea852f1483b7,EnBW mobility+ AG und Co.KG,Stiftstr. 6-8 08412 Werdau Landkreis Zwickau,8412,Werdau,4,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000861,ENBW,,,,4,b2fce02e61f88020,EnBW mobility+ AG und Co.KG,Kupferstraße 15 44532 Lünen Kreis Unna,44532,Lünen,4,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800000895,ENBW,,,,2,1da9cc6ba7d4befc,EnBW mobility+ AG und Co.KG,Essener Str. 345 46047 Oberhausen Kreisfreie Stadt Oberhausen,46047,Oberhausen,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001183,ENBW,,,,2,251bc8ed067ccdca,EnBW mobility+ AG und Co.KG,Pulsnitzer Straße 16 01900 Großröhrsdorf Landkreis Bautzen,1900,Großröhrsdorf,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001256,ENBW,,,,8,96290484448abdd2,EnBW mobility+ AG und Co.KG,Mannesmannallee 31 45475 Mülheim an der Ruhr Kreisfreie Stadt Mülheim an der Ruhr,45475,Mülheim an der Ruhr,8,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001310,ENBW,,,,8,0287551162a583f0,EnBW mobility+ AG und Co.KG,Zschopauer Str. 273 09126 Chemnitz Kreisfreie Stadt Chemnitz,9126,Chemnitz,8,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001315,ENBW,,,,8,a73730f828b9a478,EnBW mobility+ AG und Co.KG,Georg-August-Zinn-Straße 92 64823 Groß-Umstadt Landkreis Darmstadt-Dieburg,64823,Groß-Umstadt,8,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001336,ENBW,,,,2,87f6468fe5f96b48,EnBW mobility+ AG und Co.KG,Hallesche Str. 214 04159 Leipzig Kreisfreie Stadt Leipzig,4159,Leipzig,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001341,ENBW,,,,8,14df5375fc079941,EnBW mobility+ AG und Co.KG,Möbel-Hübner-Str. 7 16356 Ahrensfelde Landkreis Barnim,16356,Ahrensfelde,8,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001345,ENBW,,,,2,266d3358cb63e9f1,EnBW mobility+ AG und Co.KG,Plauensche Straße 1c 07973 Greiz Landkreis Greiz,7973,Greiz,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001351,ENBW,,,,4,5bdb76ba029e9e30,EnBW mobility+ AG und Co.KG,Dingdener Straße 22 46395 Bocholt Kreis Borken,46395,Bocholt,4,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001355,ENBW,,,,2,da6bc4b949be109f,EnBW mobility+ AG und Co.KG,Lengenfelder Straße 35 08228 Rodewisch Landkreis Vogtlandkreis,8228,Rodewisch,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001365,ENBW,,,,2,bcdf1c955c6b4948,EnBW mobility+ AG und Co.KG,Ichterhäuserstr 51 99310 Arnstadt Landkreis Ilm-Kreis,99310,Arnstadt,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001367,ENBW,,,,2,d83478896ab2eef2,EnBW mobility+ AG und Co.KG,Maybachstraße 2 48599 Gronau Kreis Borken,48599,Gronau,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001370,ENBW,,,,2,4dd097e9f56adfad,EnBW mobility+ AG und Co.KG,Schulstraße 34 36433 Leimbach Landkreis Wartburgkreis,36433,Leimbach,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001382,ENBW,,,,16,2e5475bebc561ecc,EnBW mobility+ AG und Co.KG,Im Gewerbegebiet 2 14778 Wollin Landkreis Potsdam-Mittelmark,14778,Wollin,16,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001409,ENBW,,,,2,f8162a7dc815ccc6,EnBW mobility+ AG und Co.KG,Eglinger Str. 5a 83623 Dietramszell Landkreis Bad Tölz-Wolfratshausen,83623,Dietramszell,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001443,ENBW,,,,4,54789f03a5cf74ae,EnBW mobility+ AG und Co.KG,Kurt-Schumacher-Ring 1 63329 Egelsbach Landkreis Offenbach,63329,Egelsbach,4,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001484,ENBW,,,,2,ec059ef6483146ae,EnBW mobility+ AG und Co.KG,Rosa-Luxemburg-Str. 47 06773 Gräfenhainichen Landkreis Wittenberg,6773,Gräfenhainichen,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001494,ENBW,,,,2,48f4b187a012ac18,EnBW mobility+ AG und Co.KG,Nuhnenstr. 19 15234 Frankfurt (Oder) Kreisfreie Stadt Frankfurt (Oder),15234,Frankfurt (Oder),2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001499,ENBW,,,,2,0dc5b0bcc381d311,EnBW mobility+ AG und Co.KG,Marktstr. 47 37441 Bad Sachsa Landkreis Göttingen,37441,Bad Sachsa,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001503,ENBW,,,,4,f4c0df8fbfa8c001,EnBW mobility+ AG und Co.KG,Anhaltstraße 70 06749 Bitterfeld-Wolfen Landkreis Anhalt-Bitterfeld,6749,Bitterfeld-Wolfen,4,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001504,ENBW,,,,2,3448dc5a4b1d7718,EnBW mobility+ AG und Co.KG,Luisenstrasse 18 a-k 06333 Hettstedt Landkreis Mansfeld-Südharz,6333,Hettstedt,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001561,ENBW,,,,2,0e78d4c66108b16b,EnBW mobility+ AG und Co.KG,Fellheimer Weg 2 88457 Kirchdorf an der Iller Landkreis Biberach,88457,Kirchdorf an der Iller,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001566,ENBW,,,,2,c6659d61688fd06a,EnBW mobility+ AG und Co.KG,Ehinger Straße 0 89155 Erbach Landkreis Alb-Donau-Kreis,89155,Erbach,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001606,ENBW,,,,5,9e22e5b3a558d1ac,EnBW mobility+ AG und Co.KG,Otto-Hahn-Str. 10A 74731 Walldürn Landkreis Neckar-Odenwald-Kreis,74731,Walldürn,5,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001740,ENBW,,,,2,4c373f88f9323fb2,EnBW mobility+ AG und Co.KG,Prof.-Maier-Leibnitzstr 16 78476 Allensbach Landkreis Konstanz,78476,Allensbach,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001772,ENBW,,,,3,335f6e49ca6a2a15,EnBW mobility+ AG und Co.KG,Schanzenstraße 5 25746 Heide Kreis Dithmarschen,25746,Heide,3,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001792,ENBW,,,,5,81bc49ef708919b3,EnBW mobility+ AG und Co.KG,Kapellenstraße 2 55566 Bad Sobernheim Landkreis Bad Kreuznach,55566,Bad Sobernheim,5,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001803,ENBW,,,,5,5c4259e33e4f8c66,EnBW mobility+ AG und Co.KG,Kruppstraße 4 47475 Kamp-Lintfort Kreis Wesel,47475,Kamp-Lintfort,5,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001815,ENBW,,,,4,52a8b11c6e9bfca9,EnBW mobility+ AG und Co.KG,Am Leukbach 2 54439 Saarburg Landkreis Trier-Saarburg,54439,Saarburg,4,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001817,ENBW,,,,9,c745f735a731a8d0,EnBW mobility+ AG und Co.KG,Weißkirchenweg 11 63571 Gelnhausen Landkreis Main-Kinzig-Kreis,63571,Gelnhausen,9,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001824,ENBW,,,,2,38076a7921c0fd2e,EnBW mobility+ AG und Co.KG,Goebelstraße 2 28865 Lilienthal Landkreis Osterholz,28865,Lilienthal,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001839,ENBW,,,,4,8f806d54776a873b,EnBW mobility+ AG und Co.KG,Sankt-Konrad-Weg 2 88319 Aitrach Landkreis Ravensburg,88319,Aitrach,4,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001858,ENBW,,,,2,5ea158d971da0dd3,EnBW mobility+ AG und Co.KG,Kreuzwiesenweg 1 94107 Untergriesbach Landkreis Passau,94107,Untergriesbach,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001912,ENBW,,,,3,cddc00269bba3fba,EnBW mobility+ AG und Co.KG,Beyerbachstraße 13-21 65830 Kriftel Landkreis Main-Taunus-Kreis,65830,Kriftel,3,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001917,ENBW,,,,5,ebf98689644136d6,EnBW mobility+ AG und Co.KG,Winterbruckenweg 51 86316 Friedberg Landkreis Aichach-Friedberg,86316,Friedberg,5,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001921,ENBW,,,,2,9006228a2fa03db5,EnBW mobility+ AG und Co.KG,Hauptstraße 3 74254 Offenau Landkreis Heilbronn,74254,Offenau,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800001989,ENBW,,,,2,8996a6c7ad30c994,EnBW mobility+ AG und Co.KG,Theuerbach 2 88630 Pfullendorf Landkreis Sigmaringen,88630,Pfullendorf,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800002059,ENBW,,,,5,3b6acc2011d462bd,EnBW mobility+ AG und Co.KG,Hillerser Str. 11 37154 Northeim Landkreis Northeim,37154,Northeim,5,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800002060,ENBW,,,,5,0f987c41fd018a44,EnBW mobility+ AG und Co.KG,Liebenwerdaer Str. 46 01979 Lauchhammer Landkreis Oberspreewald-Lausitz,1979,Lauchhammer,5,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800002074,ENBW,,,,12,ddd18f9f3f2b1282,EnBW mobility+ AG und Co.KG,Rotebülstr. 30 70178 Stuttgart Stadtkreis Stuttgart,70178,Stuttgart,12,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800002078,ENBW,,,,4,b7bebb9bb71a1aaa,EnBW mobility+ AG und Co.KG,Neuer Weg-Nord 47 69412 Eberbach Landkreis Rhein-Neckar-Kreis,69412,Eberbach,4,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800002107,ENBW,,,,4,18bfed2f0f87c251,EnBW mobility+ AG und Co.KG,Am Hafen 1 26169 Friesoythe Landkreis Cloppenburg,26169,Friesoythe,4,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800002120,ENBW,,,,8,30827cef9fc47193,EnBW mobility+ AG und Co.KG,Rheindorfer Straße 48-56 40764 Langenfeld (Rheinland) Kreis Mettmann,40764,Langenfeld (Rheinland),8,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800002139,ENBW,,,,8,9fa16a23842fa6b8,EnBW mobility+ AG und Co.KG,Am Bergsteig 1 92224 Amberg Kreisfreie Stadt Amberg,92224,Amberg,8,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800002146,ENBW,,,,8,1a39a3c46ac57f55,EnBW mobility+ AG und Co.KG,Emmy-Noether-Str. 12 50858 Köln Kreisfreie Stadt Köln,50858,Köln,8,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800002153,ENBW,,,,8,b499f45feec55e0d,EnBW mobility+ AG und Co.KG,Friedrichshafener Str. 37 88097 Eriskirch Landkreis Bodenseekreis,88097,Eriskirch,8,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800002187,ENBW,,,,2,acb596b47498de6b,EnBW mobility+ AG und Co.KG,Rosenstr. 33-35 23795 Bad Segeberg Kreis Segeberg,23795,Bad Segeberg,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800002217,ENBW,,,,2,62b009292327c3da,EnBW mobility+ AG und Co.KG,Udo-Lermann-Str. 2 97828 Marktheidenfeld Landkreis Main-Spessart,97828,Marktheidenfeld,2,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800002245,ENBW,,,,5,49001117037387f3,EnBW mobility+ AG und Co.KG,Siegstraße 14 57548 Kirchen (Sieg) Landkreis Altenkirchen (Westerwald),57548,Kirchen (Sieg),5,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800002249,ENBW,,,,4,973adbadb2dd99d8,EnBW mobility+ AG und Co.KG,Jakobstr. 57 51465 Bergisch Gladbach Kreis Rheinisch-Bergischer Kreis,51465,Bergisch Gladbach,4,-30.0
0.0,False,False,False,1.0,enbwmobility,907574882292453376,800002256,ENBW,,,,4,5219778c3b3b905d,EnBW mobility+ AG und Co.KG,Strubbergstr. 4 32312 Lübbecke Kreis Minden-Lübbecke,32312,Lübbecke,4,-30.0
