distance_m,postcode_match,city_match,address_match,operator_similarity,provider_uid,static_publication_id,site_id,site_operator,site_address,site_postcode,site_city,site_total_evses,station_id,datex_station_ids,datex_charge_point_ids,station_operator,station_address,station_postcode,station_city,station_charging_points_count,station_in_bundle,score
0.0,True,True,True,0.0,chargecloud,978597062404620288,da39b827-0a18-41d0-b751-0a0313c844de,solid GmbH,Weiherhofer Hauptstraße 69,90513,Zirndorf,2,deb0bf2b87f7ef42,6b6d67d0-c4c7-4d06-9052-a076d3f8427a,DELVPE21073002|DELVPE21073001,RangauWerke GmbH,Weiherhofer Hauptstraße 69 90513 Zirndorf Landkreis Fürth,90513,Zirndorf,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,dad055ed-1d30-4f93-b3cd-902a7942adcf,solid GmbH,Streckfuß 38,63927,Bürgstadt,2,51d1ffbd2d9ad4dc,da764dc1-f562-47b1-959d-e1ab883003f1,DELVPE22571001|DELVPE22571002,EMB Energieversorgung Miltenberg - Bürgstadt GmbH & Co. KG,Streckfuß 38 63927 Bürgstadt Landkreis Miltenberg,63927,Bürgstadt,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,db241704-e1a5-4e2e-8746-23320b0acd9b,solid GmbH,Willy-Supf-Platz  1,91154,Roth,2,4e5cd3d5be5871d8,43e881ac-bca4-4062-9eef-2a329d0b92a7,DELVPE21627001|DELVPE21627002,Energie Service GmbH der Stadtwerke Roth,Willy-Supf-Platz 1 91154 Roth Landkreis Roth,91154,Roth,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,dbc0c43f-41ff-4f62-8b85-fd3d2c38e560,solid GmbH,Joseph-Will-Str. 7,91056,Erlangen,1,4da43e04eea15b81,282d1bd6-12a4-4cbf-b664-09b5f89dbdf7,DELVPE21846001,Erlanger Stadtwerke Energiedienst GmbH,Joseph-Will-Str. 7 91056 Erlangen Kreisfreie Stadt Erlangen,91056,Erlangen,1,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,dbc85128-026e-488c-a124-18b07424faa5,nonoxx pro GmbH,Am Obstgarten 0,23746,Kellenhusen (Ostsee),6,a44fba7c3793bb64,ad850a30-2a5e-4598-93f2-b5470b4e18b0|db448aca-2426-43ea-9e0e-1462f978a235|6cfb7e18-2f87-48df-9465-735ab23220eb,DENMSE510394001|DENMSE510394002|DENMSE510395001|DENMSE510395002|DENMSE510396001|DENMSE510396002,ZVO Energie GmbH,Am Obstgarten 0 23746 Kellenhusen (Ostsee) Kreis Ostholstein,23746,Kellenhusen (Ostsee),6,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,dd61560e-1623-490b-a007-6c86dc35077a,ovag Energie AG,Hauptstraße 80,61191,Rosbach v. d. Höhe,2,d902c4f6a2fe0718,cfacca5c-84cb-4dfe-8a0a-38e38e0e1ba0,DEOVAE00215|DEOVAE00216,Oberhessische Versorgungsbetriebe AG,Hauptstraße 80 61191 Rosbach v.d. Höhe Landkreis Wetteraukreis,61191,Rosbach v.d. Höhe,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,ddebaae6-bcbd-448a-98a0-af0134cffb05,Elektro Keßler GmbH,Madenreute 13,88074,Meckenbeuren,2,0e4353dae00298dc,b85e532f-76d2-43ac-8541-588f5653a5f3,DEEKEELP00632|DEEKEELP00633,Kettnaker OHG,Madenreute 13 88074 Meckenbeuren Landkreis Bodenseekreis,88074,Meckenbeuren,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,dea113c3-c6eb-4ce5-be2e-a750efd2b92b,Präg Strom & Gas GmbH & Co. KG,Dorf 11,87538,Balderschwang,2,bf722a1414913efa,b4709716-d61e-4e32-bee0-69568c5481a3,DEPSGE00046001|DEPSGE00046002,Präg Energiedienstleistungen GmbH & Co. KG,Dorf 11 87538 Balderschwang Landkreis Oberallgäu,87538,Balderschwang,2,1,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,deb1f184-1b86-417e-ad95-b50e36b7f267,Allgäuer Überlandwerk GmbH,Steinbühl 3,87463,Dietmannsried,10,b4afd4ff75bafef7,22838738-3c8e-4368-8841-992047f99c7c|cd575e0b-6e30-4598-b03d-0cd2f589a53c|c398ae68-1d42-4943-858f-87104b8ee495|caa8eddc-4556-4f8e-a488-911b0587684e|93962603-034e-4f67-ac8b-9e7d0e8a6d39|3d343187-4006-4273-b82d-ab8b99a7fda4|65da0a05-008c-4b7d-a81d-e4ab75b99e9b|f365642e-1ab8-4291-a370-590f6d221681|7519a447-d61a-42d6-a673-41b0c61e198d|416f1167-92b8-408b-9583-a96496ccf5d1,DEAUWE1082001|DEAUWE1082002|DEAUWE1082003|DEAUWE1082004|DEAUWE1082005|DEAUWE0081001|DEAUWE0081002|DEAUWE0081005|DEAUWE0081004|DEAUWE0081003,Parkhaus Dietmannsried GmbH,Steinbühl 3 87463 Dietmannsried Landkreis Oberallgäu,87463,Dietmannsried,10,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,df09f4ef-2b8f-4e9e-ad6d-faff64510496,solid GmbH,Adolf-Haack-Straße 7,95233,Helmbrechts,2,ba64500877d4fa21,d0a044ae-e587-43fa-b6a4-ad9ab3707864,DELVPE21155002|DELVPE21155001,Licht- und Kraftwerke Helmbrechts GmbH,Adolf-Haack-Straße 7 95233 Helmbrechts Landkreis Hof,95233,Helmbrechts,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,dfc7add0-c5bb-4681-9738-d339ceed90fa,solid GmbH,Ullsteinstraße 4,90763,Fürth,2,427de901bb514420,a94d2f07-ef3a-4da9-9ff7-1f12cdaba722,DELVPE20012002|DELVPE20012001,infra fürth service gmbh,Ullsteinstraße 4 90763 Fürth Kreisfreie Stadt Fürth,90763,Fürth,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e00896e7-526f-4b31-91e5-d7723df3af66,Präg Strom & Gas GmbH & Co. KG,Hauptstr. 1,86850,Fischach,2,7dac344ceac150e0,8ce2b2c5-d736-4d15-b5b9-1bc3052cc694,DEPSGE00121001|DEPSGE00121002,Präg Energiedienstleistungen GmbH & Co. KG,Hauptstr. 1 86850 Fischach Landkreis Augsburg,86850,Fischach,2,1,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e05d0a93-93c8-4554-99b2-c32f14981d6a,solid GmbH,Am Bahnhof -,95632,Wunsiedel,2,fdadc89a940cef43,e49ab704-e548-490f-8f03-555dfaf9e6c8,DELVPE20114002|DELVPE20114001,ZukunftsEnergie Nordostbayern,Am Bahnhof 1 95632 Wunsiedel Landkreis Wunsiedel i. Fichtelgebirge,95632,Wunsiedel,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e0befa0d-400b-4efc-b224-520cda1d4c71,solid GmbH,Moststr.  ggü. 33,90762,Fürth,2,7316ea41627a8948,767e9893-9768-40a0-a190-2b51125ad9cf,DELVPE22147001|DELVPE22147002,infra fürth service gmbh,Moststr. ggü. 33 90762 Fürth Kreisfreie Stadt Fürth,90762,Fürth,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e0d0451a-b70f-48ad-928f-c402aedd1e4b,solid GmbH,Dammallee 2,95444,Bayreuth,2,837cf6a744d333c4,04217bf1-5f58-457f-925a-68e4ee6c6d72,DELVPE21858002|DELVPE21858001,Stadtwerke Bayreuth Holding GmbH,Dammallee 2 95444 Bayreuth Kreisfreie Stadt Bayreuth,95444,Bayreuth,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e1316d0e-7db4-46c0-a4df-2d5a69a68832,solid GmbH,Dudenstraße 8,36251,Bad Hersfeld,2,cf012495d21c885b,cd0c00a6-9c1a-4ad5-8793-0a92608ac2ff,DELVPE20384002|DELVPE20384001,Regioladen+ GmbH & Co.KG,Dudenstraße 8 36251 Bad Hersfeld Landkreis Hersfeld-Rotenburg,36251,Bad Hersfeld,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e1dd0f3e-2355-4093-af34-2514a916c2c0,solid GmbH,Wartberger Str. -,91227,Leinburg,2,3c80dfa977358cce,8f6d7c1a-05ab-4a39-9f0c-fe6b96fd9f5c,DELVPE22464001|DELVPE22464002,N-ERGIE Aktiengesellschaft,Wartberger Str. 0 91227 Leinburg Landkreis Nürnberger Land,91227,Leinburg,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e250a0b0-7c81-4068-bed2-8c7648cbc695,ovag Energie AG,Goldhelg 20,36341,Lauterbach,2,88e93a33088ad149,6fc02e77-9913-4d5f-afd9-71fd6eb8d3a1,DEOVAE00089|DEOVAE00090,Oberhessische Versorgungsbetriebe AG,Goldhelg 20 36341 Lauterbach Landkreis Vogelsbergkreis,36341,Lauterbach,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e261d5b4-8565-433c-b5ec-19daf11167ce,solid GmbH,Schießplatz 16,90762,Fürth,2,11f2b336c33810f7,e0179516-4927-4e6b-92aa-ae838d1cb605,DELVPE20646002|DELVPE20646001,infra fürth service gmbh,Schießplatz 16 90762 Fürth Kreisfreie Stadt Fürth,90762,Fürth,2,0,-70.0
0.0,True,False,False,1.0,chargecloud,978597062404620288,e2718b1f-104a-4249-87c0-b0143f892d72,Stadtwerke Lingen GmbH,Lindenstraße  24a,49808,Lingen,10,5a93501be9bb4984,354cf70d-3360-40a0-84a7-1bb6f0705f11|531591f7-e096-4507-93e5-ad0bbf76b62d|2b3babb7-d8e4-45a8-8857-395293ed37ab|269c9ff0-abde-4880-882e-7b87660b8ba4|79f00ba9-cc79-4b35-b4fe-db64e38edf9b,DELINEN017|DELINEN018|DELINEN064|DELINEN065|DELINEN068|DELINEN069|DELINEN066|DELINEN067|DELINEN070|DELINEN071,Stadtwerke Lingen GmbH,Lindenstr. 24 49808 Lingen (Ems) Landkreis Emsland,49808,Lingen (Ems),8,1,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e2cc27da-1edd-4f18-812a-22c3513a2dd9,Allgäuer Überlandwerk GmbH,Vorderburger Straße 9,87549,Rettenberg,2,051f156112861911,ba9fb4e4-5897-4273-8c88-9c46039b3d34,DEAUWE1010001|DEAUWE1010002,Elektrizitätsgenossenschaft Rettenberg e.G.,Vorderburger Straße 9 87549 Rettenberg Landkreis Oberallgäu,87549,Rettenberg,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e2e3940a-3b89-44f3-be6c-6d907136ed60,nonoxx pro GmbH,Falkenweg 4,25557,Hanerau-Hademarschen,1,5a6aea984aeb0dfd,70df1f63-4a53-4ce7-a640-15798c647d88,DENMSE510430001,Elektrotechnik Hauke Stuck,Falkenweg 4 25557 Hanerau-Hademarschen Kreis Rendsburg-Eckernförde,25557,Hanerau-Hademarschen,1,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e32c3a9b-7b80-4120-8b84-b9b12df9b8c8,solid GmbH,Kronacher Straße 35,96052,Bamberg,10,d12aaecbc12f9a6b,abbb48af-683a-49a7-82e3-2f17b2c3f08d|4f1400a0-15e2-443f-9736-6b89d80bf59f|e7e82d42-2a92-4a0e-be2b-4d1401b02133|2a8d2c6a-5e6b-4670-90b7-52d982fd9668|78e23a0d-b79c-4b94-85a3-e7e960ba2be5|72b92ee3-9246-47f8-b0e8-4eb6d2bc318c|8d7d97ea-4f20-4499-b60f-c3dee5fb3251|59719c3c-00db-46f4-8fd6-2f93eb5009db|c60ce5dc-2b28-40d1-bcea-26343d8dc125|0f6ae10c-3703-4591-abe5-6fea8a8964f2,DELVPE21229001|DELVPE21228002|DELVPE21228001|DELVPE21227002|DELVPE21227001|DELVPE21179002|DELVPE21179001|DELVPE21177001|DELVPE21176002|DELVPE21178002,Stadtwerke Bamberg Verkehrs- und Park GmbH,Kronacher Straße 35 96052 Bamberg Kreisfreie Stadt Bamberg,96052,Bamberg,10,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e3629365-36d6-483b-a184-57fd136f5935,Präg Strom & Gas GmbH & Co. KG,Rottachstr. 10,87439,Kempten (Allgäu),4,83d3995d11658029,82a4cbc7-72f8-4d23-a255-db84f0ae20de|903b611b-34d7-450d-b56e-e4e2d9ea92eb,DEPSGE00105001|DEPSGE00105002|DEPSGE00106001|DEPSGE00106002,Präg Energiedienstleistungen GmbH & Co. KG,Rottachstr. 10 87439 Kempten (Allgäu) Kreisfreie Stadt Kempten (Allgäu),87439,Kempten (Allgäu),4,1,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e40cc6bb-3583-4407-932a-b75ef4519f7d,solid GmbH,Scherbsgraben 16,90766,Fürth,6,ee606d5bb037259c,ad281b6f-81b2-4aba-8e54-362f89d60ea3|ef2bfbe9-1e10-493d-9920-a291d2a73592|1220a466-ffa0-4621-943c-10f155d47a52,DELVPE21059002|DELVPE21059001|DELVPE20811002|DELVPE20811001|DELVPE21107002|DELVPE21107001,infra fürth service gmbh,Scherbsgraben 16 90766 Fürth Kreisfreie Stadt Fürth,90766,Fürth,6,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e57d0a94-846a-4c7e-a005-7659c282697e,solid GmbH,Ketterberg 2,97980,Bad Mergentheim,4,3fc7e28f0e13b53a,0db7c597-b2d1-4b70-97b2-2d51ca206ab0|6dfdb478-3c62-48ed-811c-10829d62e166,DELVPE21883002|DELVPE21883001|DELVPE21932002|DELVPE21932001,Regioladen+ GmbH & Co.KG,Ketterberg 2 97980 Bad Mergentheim Landkreis Main-Tauber-Kreis,97980,Bad Mergentheim,4,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e5ccfee6-491e-40a0-b9cf-70e1590e6aa3,solid GmbH,Fronmüllerstraße 71,90763,Fürth,2,9c9951fd65dfd346,dafda66e-af2f-499f-ab31-78a24d9c1a2a,DELVPE22226002|DELVPE22226001,infra fürth service gmbh,Fronmüllerstraße 71 90763 Fürth Kreisfreie Stadt Fürth,90763,Fürth,2,1,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e709d8bc-8693-4b86-9e4f-16aedda91048,solid GmbH,An der Hochschule  1,91555,Feuchtwangen,2,52c721ef366579d2,326a0029-698d-4757-b2a7-0f480fc320f4,DELVPE22552001|DELVPE22552002,Stadtwerke Feuchtwangen,An der Hochschule 1 91555 Feuchtwangen Landkreis Ansbach,91555,Feuchtwangen,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e7aab3c0-cbc2-46c5-93c9-df8afa6d4586,solid GmbH,Bierweg -,90530,Wendelstein,2,2e5b2e84cc3d5457,43d38a9d-e99b-4e8f-ab56-f033f42ef44e,DELVPE21151002|DELVPE21151001,Gemeindewerke Wendelstein Breitband GmbH,Bierweg 0 90530 Wendelstein Landkreis Roth,90530,Wendelstein,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e854b4d9-cf43-4cc7-83df-edc3370b49ed,solid GmbH,Am Kapellbuck 6,91722,Arberg,2,98ada543e54f7a8f,f409e107-2f54-41c1-9061-4f02df470beb,DELVPE22532001|DELVPE22532002,N-ERGIE Aktiengesellschaft,Am Kapellbuck 6 91722 Arberg Landkreis Ansbach,91722,Arberg,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e8b76b58-5e92-4963-a9d8-96d1d6636b7c,ovag Energie AG,Schnepfenhain 49,36304,Alsfeld,2,5faeebedf986d7b5,a092731c-5dd6-4c55-9c65-7bdb51c92559,DEOVAE00011|DEOVAE00012,Oberhessische Versorgungsbetriebe AG,Am Schnepfenhain 49 36304 Alsfeld Landkreis Vogelsbergkreis,36304,Alsfeld,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,e97e9f6f-60b1-4fc9-a0b0-052af7bac72b,solid GmbH,Stieberstraße 7,91154,Roth,2,4a774f2a1782a064,052eae9f-5995-4b75-b691-b40977733925,DELVPE20939002|DELVPE20939001,Energie Service GmbH der Stadtwerke Roth,Stieberstraße 7 91154 Roth Landkreis Roth,91154,Roth,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,ea97174b-b4b0-4bff-ac79-419329cc0c47,Allgäuer Überlandwerk GmbH,Paßstraße 41,87541,Bad Hindelang,2,db651183bc2767f0,f7c456b7-ca47-4a23-8529-ef3f4d69b54c,DEAUWE0318001|DEAUWE0318002,Elektrizitätswerk Hindelang eG,Passstraße 41 87541 Bad Hindelang Landkreis Oberallgäu,87541,Bad Hindelang,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,eaf23d3a-7149-4d51-97c4-7ec225ee4163,solid GmbH,St. Johann  5,91056,Erlangen,2,c7051c0047905890,142c13cb-2670-4603-9d9e-84cf24bf294b,DELVPE20455002|DELVPE20455001,Erlanger Stadtwerke Energiedienst GmbH,St. Johann 5 91056 Erlangen Kreisfreie Stadt Erlangen,91056,Erlangen,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,ebd82654-fc1a-41b3-a3f4-79896b60ac46,solid GmbH,Albrecht-Achilles-Str. 6/8,91126,Schwabach,4,ba8cd000652cb160,3848ed02-f839-4b79-aa10-121771c50297|7a468017-11a5-4960-909e-d7f002c88613,DELVPE22743001|DELVPE22743002|DELVPE22745001|DELVPE22745002,Stadtdienste Schwabach GmbH,Albrecht-Achilles-Str. 6/8 91126 Schwabach Kreisfreie Stadt Schwabach,91126,Schwabach,4,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,ec8ade5d-9234-407b-9c19-3fed8907ed5c,solid GmbH,Am kleinen Plan 12,97469,Gochsheim,2,7b270414c74e275a,51a20405-1f31-45d1-8e6c-8fe971fd8a36,DELVPE21112001|DELVPE21112002,Elektrizitätsversorgungsunternehmen der Gemeinde Gochsheim,Am kleinen Plan 12 97469 Gochsheim Landkreis Schweinfurt,97469,Gochsheim,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,ed10e4a4-b009-4b2f-9b56-c23ebb1f60e1,nonoxx pro GmbH,Neustädter Str. 24,16816,Neuruppin,4,5539a1827380ca08,bc9314e9-32d2-4eaa-8238-bf60246d77fe|ba77f114-8603-4b67-b075-cacf640893b8,DENMSE510124001|DENMSE510124002|DENMSE510126001|DENMSE510126002,Baufachzentrum Falkenhagen GmbH,Neustädter Str. 24 16816 Neuruppin Landkreis Ostprignitz-Ruppin,16816,Neuruppin,4,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,ee593ce1-655a-4275-8a21-4422249beaa1,solid GmbH,Jagdweg  50a,90547,Stein,2,53d9f23df900e240,275deb71-2322-403f-847f-ed543945565b,DELVPE20500002|DELVPE20500001,Bürgerkraftwerke Stein GmbH,Jagdweg 50a 90547 Stein Landkreis Fürth,90547,Stein,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,ee745993-f482-4ebc-aa04-b9d3c399a486,MVV Energie AG,Grabenstraße 37,63500,Seligenstadt,2,40d019dad3415bb1,d513341f-8561-412b-8b68-fe8b68960f4c|0183e3ea-6f0b-4ad7-82e2-7f7a304272da,DEMVVE0030801|DEMVVE0030901,Energieversorgung Offenbach AG,Grabenstraße 37 63500 Seligenstadt Landkreis Offenbach,63500,Seligenstadt,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,ee9ac70e-1777-4e2a-9a5f-20295a6a6397,solid GmbH,Schulplatz 1,82335,Berg,2,dfb7ccabee81032f,9fa40eba-6ab6-4178-8fa9-e95f4ebbcd8b,DELVPE21013002|DELVPE21013001,Energieversorgung Landsberg GmbH & Co. KG,Schulplatz 1 82335 Berg Landkreis Bad Tölz-Wolfratshausen,82335,Berg,2,1,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,ef0182c1-c0c0-463c-9462-3b83e74ad1ed,solid GmbH,Wolfgang-Borchert-Straße 2,90530,Wendelstein,2,e7b73a9d260cc42c,8999db51-abcb-44e4-b982-c904e9b4357b,DELVPE21339002|DELVPE21339001,Gemeindewerke Wendelstein Breitband GmbH,Wolfgang-Borchert-Straße 2 90530 Wendelstein Landkreis Roth,90530,Wendelstein,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f03f973a-2367-433c-a362-eb542e712639,solid GmbH,Badwiesen 1,74654,Crailsheim,2,f0a9d7d799b3630c,608e4062-2040-4d9e-82f2-e01bffcc5eac,DELVPE20944002|DELVPE20944001,ecoSWITCH AG,Badwiesen 1 74654 Crailsheim Landkreis Schwäbisch Hall,74654,Crailsheim,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f21d739f-6bc5-4759-a58e-bffb7c9b2f15,Präg Strom & Gas GmbH & Co. KG,Unterkürnach 2,87487,Wiggensbach,4,203acef6936f8305,c8a2ec19-429a-4901-9b0a-88b6e3c3d8af|557e9f04-1a9f-47f7-bba8-a80bf85ee1b6,DEPSGE00081001|DEPSGE00081002|DEPSGE00082001|DEPSGE00082002,Präg Energiedienstleistungen GmbH & Co. KG,Unterkürnach 2 87487 Wiggensbach Landkreis Oberallgäu,87487,Wiggensbach,4,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f2974562-8324-4476-8759-bf903468c754,solid GmbH,Haller Straße 185,74564,Crailsheim,2,07bc8de1ddccb309,d6ee7692-cc0e-4040-aff6-989696c32810,DELVPE20710002|DELVPE20710001,ecoSWITCH AG,Haller Straße 185 74564 Crailsheim Landkreis Schwäbisch Hall,74564,Crailsheim,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f2ba4533-81d1-45cf-bfc8-b97b19f6555e,solid GmbH,Dr.-Rudolf-Faulhaber-Straße  1,91186,Büchenbach,2,5ba5960914af5d60,79c430d9-86ee-431c-a185-101ebbcc7aa4,DELVPE20009002|DELVPE20009001,Stadtdienste Schwabach GmbH,Dr.-Rudolf-Faulhaber-Straße 1 91186 Büchenbach Landkreis Roth,91186,Büchenbach,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f2ba7a26-8a8e-4613-8776-4656c002ed0d,solid GmbH,Martin-Luther-Platz 46,91522,Ansbach,2,1823944127e4c189,26de64ec-8404-48f9-bc5d-65506e83f8a0,DELVPE21636002|DELVPE21636001,Ansbacher Bäder und Verkehrs GmbH,Martin-Luther-Platz 46 91522 Ansbach Kreisfreie Stadt Ansbach,91522,Ansbach,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f2d9c3e6-faf2-4d70-92cd-9b0c16669eda,solid GmbH,Äußere-Brucker-Str. 70,91058,Erlangen,1,1a924d6e281b6e16,ebf36439-3143-4215-939a-c9a55c757158,DELVPE22312001,Erlanger Stadtwerke Energiedienst GmbH,Äußere Brucker Str. 70 91058 Erlangen Kreisfreie Stadt Erlangen,91058,Erlangen,1,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f3344f7a-b3c7-4bee-808d-9477cafe3996,solid GmbH,Badstraße 5,91781,Weißenburg i. Bay.,2,65b6064fee75ba35,c57d7300-ee8b-4168-bd0d-4fbbc305dfeb,DELVPE21193002|DELVPE21193001,Stadtwerke Weißenburg Plus GmbH,Badstraße 5 91781 Weißenburg i. Bay. Landkreis Weißenburg-Gunzenhausen,91781,Weißenburg i. Bay.,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f3820eb1-6eee-4dea-87b5-fe91ac0e6094,solid GmbH,Lehnfeldweg 2,97900,Külsheim,4,8a3c73120f0245da,0531a769-357a-410d-92b7-1529c95faf63|076aa2a3-16f5-49c9-9a37-8adc716f9697,DELVPE22490002|DELVPE22490001|DELVPE22492002|DELVPE22492001,Regioladen+ GmbH & Co.KG,Lehnfeldweg 2 97900 Külsheim Landkreis Main-Tauber-Kreis,97900,Külsheim,4,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f3fa58e7-e094-4d4f-bfdd-583417476bc5,ovag Energie AG,Am Pfahlgraben 25,61239,Ober Mörlen,2,9bdd3311bef8be46,80a6b617-0c80-4411-8309-1c3b67aab19f,DEOVAE00355|DEOVAE00356,Oberhessische Versorgungsbetriebe AG,Am Pfahlgraben 25 61239 Ober-Mörlen Landkreis Wetteraukreis,61239,Ober-Mörlen,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f4073569-2ef7-4928-bb80-4a97e80fa88c,solid GmbH,Doktorsbuck -,90530,Wendelstein,6,0d8339b34603a601,46c29571-16f2-4496-9823-b2653727fc91|1f681644-111c-48c6-bedd-12c12a719bf2|e6d1b864-e585-46a5-89c3-526eeb94a29d,DELVPE21532002|DELVPE21532001|DELVPE21530002|DELVPE21530001|DELVPE21506002|DELVPE21506001,Gemeindewerke Wendelstein Breitband GmbH,Doktorsbuck 0 90530 Wendelstein Landkreis Roth,90530,Wendelstein,6,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f4d03529-2b5c-4173-9394-39509c7f628c,ovag Energie AG,Felix-Klipstein-Weg 21,35321,Laubach,2,dce690be92abd063,2c08d369-9cfa-4703-b66e-96a91a5fbfdd,DEOVAE00087|DEOVAE00088,Oberhessische Versorgungsbetriebe AG,Felix-Klipstein-Weg 21 35321 Laubach Landkreis Gießen,35321,Laubach,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f4eff82b-fa0b-4348-a601-f9b8f278cf30,solid GmbH,Friedrich-Ebert-Straße  158,90766,Fürth,2,243f775c4e9b45ef,6f6820cc-55c5-484a-9ce0-4a7572fa5f85,DELVPE20652002|DELVPE20652001,infra fürth service gmbh,Friedrich-Ebert-Straße 158 90766 Fürth Kreisfreie Stadt Fürth,90766,Fürth,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f5a34ed2-a92e-48b7-910d-6172ebaf761b,MENNEKES Digital Services GmbH,Körzendorf 52,95491,Ahorntal,2,ca89d0d00754dc87,a9c2dba5-4cf7-46ee-989a-ede0be81eee4,DEMDSE000191|DEMDSE000194,Richter R&W GmbH,Körzendorf 52 95491 Ahorntal Landkreis Bayreuth,95491,Ahorntal,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f5f298f3-1ae8-4b59-b548-bbad59ac8d56,ovag Energie AG,Hinter dem Brauhaus .,63667,Nidda,2,8531d47e621cc47f,80b043c8-d0d9-4361-b3ab-48e8f9fc0738,DEOVAE00005|DEOVAE00006,Oberhessische Versorgungsbetriebe AG,Hinter dem Brauhaus 0 63667 Nidda Landkreis Wetteraukreis,63667,Nidda,2,0,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f661e4f8-95b9-44c1-b975-3db47358879f,Allgäuer Überlandwerk GmbH,Am Bauernmarkt 1,87541,Bad Hindelang,2,23ff5e94b26e5503,8594ad6b-d25c-405b-82c6-138eeaae5ac0,DEAUWE0315001|DEAUWE0315002,Elektrizitätswerk Hindelang eG,Am Bauernmarkt 1-3 87541 Bad Hindelang Landkreis Oberallgäu,87541,Bad Hindelang,2,1,-70.0
0.0,True,True,True,0.0,chargecloud,978597062404620288,f69ad591-480a-4557-a407-e77ead5cac51,solid GmbH,Mühlstr. -,91217,Hersbruck,6,e8dccc65a24ccf72,3b45285f-180d-47bb-bde7-ff25b396847f|c11329e5-8e3f-49fd-8f07-498fc50efc9c|35a83abe-84bd-4adc-8363-e77af72e1d7a,DELVPE22212001|DELVPE22212002|DELVPE22216001|DELVPE22216002|DELVPE22218001|DELVPE22218002,"Stadtwerke Hersbruck, Kommunalunternehmen der Stadt Hersbruck",Mühlstr. 1 91217 Hersbruck Landkreis Nürnberger Land,91217,Hersbruck,6,0,-70.0
