station_id,operator,status,max_power_kw,lat,lon,postcode,city,address,amenity_restaurant,amenity_cafe,amenity_fast_food,amenity_toilets,amenity_supermarket,amenity_bakery,amenity_convenience,amenity_pharmacy,amenity_hotel,amenity_museum,amenity_playground,amenity_park,amenity_ice_cream,amenities_total,amenities_source
f8e0330681f10333,Rolf  Wessinger,In Betrieb,2.2222222222222224e+41,48.786469,9.006141,71229,Leonberg,Hertichstr. 10 71229 Leonberg Landkreis Böblingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
ef8017de85429e53,IRS Systementwicklung GmbH,In Betrieb,1111111111111111.0,49.00311,12.37192,93086,Wörth a.d.Donau,Gewerbepark A 19 93086 Wörth a.d.Donau Landkreis Regensburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
df743d09865a51d6,Autarkia Energy GmbH,In Betrieb,200200200200.0,52.201086,7.062097,48599,Gronau (Westf.),Flockenstr. 6 48599 Gronau (Westf.) Kreis Borken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
9d40b78915351261,ENGIE Deutschland GmbH,In Betrieb,100100100100.0,49.67551,8.59234,64625,Bensheim,Robert-Bosch-Str. 36 64625 Bensheim Landkreis Bergstraße,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
15baf7251372080b,Einzelunternehmen David Pfennig,In Betrieb,1111111111.0,51.303123,13.110078,04758,Oschatz,Lichtstr. 3 04758 Oschatz Landkreis Nordsachsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
043d6e999a050547,Drehers Erlebnishof,In Betrieb,150150150.0,48.000399,9.544969,88348,Bad Salgau,Unterdorfweg 1 88348 Bad Salgau Landkreis Sigmaringen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
b7933c3f55fd1fda,Max Vetter,In Betrieb,150150150.0,47.776965,10.477779,87647,Kraftisried,Mühlenstraße 12 87647 Kraftisried Landkreis Ostallgäu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
6ffa319629578a5c,Frankfurter Volksbank eG,In Betrieb,150150150.0,50.11524,8.67636,60313,Frankfurt,Börsenstraße 7-11 60313 Frankfurt Kreisfreie Stadt Frankfurt am Main,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
dd67b5de1f9f2b18,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,In Betrieb,150150150.0,50.740652,7.101548,53111,Bonn,Welschnonnenstraße 16 53111 Bonn Kreisfreie Stadt Bonn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
95154ebdb085dade,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,In Betrieb,150150150.0,50.714934,7.119908,53113,Bonn,Emil-Nolde-Straße 2 53113 Bonn Kreisfreie Stadt Bonn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
b07459d3afda8336,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,In Betrieb,150150150.0,50.724618,7.089442,53115,Bonn,Karl-Robert-Kreiten-Straße 3 53115 Bonn Kreisfreie Stadt Bonn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
89c0be692b3d13dc,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,In Betrieb,150150150.0,50.743964,7.080033,53119,Bonn,Mackestraße 2 53119 Bonn Kreisfreie Stadt Bonn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
b98da3bb18ba6d4b,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,In Betrieb,150150150.0,50.71604,7.041943,53123,Bonn,Ladestraße 1 53123 Bonn Kreisfreie Stadt Bonn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
a0135cb7637f9229,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,In Betrieb,150150150.0,50.704864,7.057435,53123,Bonn,Josef-Wirmer-Straße 3 53123 Bonn Kreisfreie Stadt Bonn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
c636c2a14b04b265,Chargeforce GmbH & CO. KG,In Betrieb,150150150.0,54.955829,8.341855,25999,Kampen (Sylt),Strönwai 333B 25999 Kampen (Sylt) Kreis Nordfriesland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
18798d3755bb72ff,VersorgungsBetriebe Elbe GmbH,In Betrieb,125125125.0,53.374449,10.550757,21481,Lauenburg / Elbe,Am Schüsselteich 0 21481 Lauenburg / Elbe Kreis Herzogtum Lauenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
7f9c26b9bcb6d46d,Entega Plus GmbH,In Betrieb,120120120.0,49.88349,8.64835,64293,Darmstadt,Kasinostr. 96 64293 Darmstadt Kreisfreie Stadt Darmstadt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
34b2df217c7cb649,Hermann Krause,In Betrieb,56565656.0,49.38963,11.06126,48163,Münster,Antwerpener Straße 8 48163 Münster Kreisfreie Stadt Münster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
4071cec49ca4328c,Biogas Sunderhof GmbH & Co.KG,In Betrieb,50505050.0,52.248544,8.636766,32278,Kirchlengern,Sunderhofstr. 6 32278 Kirchlengern Kreis Herford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
ce8342caedd7c85c,Alexander Münster e. K.,In Betrieb,50505050.0,54.29934,10.1063,24113,Kiel,Hamburger Chaussee 178 24113 Kiel Kreisfreie Stadt Kiel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
a602656a74c616e2,Stadtwerke Bad Langensalza GmbH,In Betrieb,50505050.0,51.108179,10.643853,99947,Bad Langensalza,Wiebeckplatz 0 99947 Bad Langensalza Landkreis Unstrut-Hainich-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
ac38cfbb85ba4210,BP Europa SE,In Betrieb,15015062.5,50.62257,12.294378,08468,Reichenbach im Vogtland,Goethestr. 30 08468 Reichenbach im Vogtland Landkreis Vogtlandkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
