station_id,operator,status,max_power_kw,lat,lon,postcode,city,address,amenity_restaurant,amenity_cafe,amenity_fast_food,amenity_toilets,amenity_supermarket,amenity_bakery,amenity_convenience,amenity_pharmacy,amenity_hotel,amenity_museum,amenity_playground,amenity_park,amenity_ice_cream,amenities_total,amenities_source
d8fdd60112cddecc,Kestenholz GmbH,In Betrieb,11111111.0,47.626246,7.678129,79539,Lörrach,Bärenfelser Str. 8 79539 Lörrach Landkreis Lörrach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
b9035e33166054ce,Peter Lindner,In Betrieb,11111111.0,48.179407,12.744942,84508,Burgkirchen,Bruck 104 84508 Burgkirchen Landkreis Altötting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
85ce8c425cfc8be3,UNI ELEKTRO Fachgroßhandel GmbH & Co. KG,In Betrieb,11111111.0,51.506541,7.391924,44379,Dortmund,Planetenfeldstr. 116 44379 Dortmund Kreisfreie Stadt Dortmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
0aed8ca094d4e6a1,Theis EDL GmbH & Co. KG,In Betrieb,989898.0,50.65279,7.95923,56470,Bad Marienberg,Friedrichstraße 23 56470 Bad Marienberg Landkreis Westerwaldkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
be9f14376f54fb35,Biogas Wolfhagen GmbH & Co. KG,In Betrieb,757575.0,51.32611,9.17015,34466,Wolfhagen,Ippinghäuser Str. 40 34466 Wolfhagen Landkreis Kassel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
6ea46373a7241cbb,Entega Plus GmbH,In Betrieb,606060.0,49.903567,8.523049,64572,Büttelborn,Im Mehlsee 1-5 64572 Büttelborn Landkreis Groß-Gerau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
03d8c81cd6715d99,EnBW mobility+ AG und Co.KG,In Betrieb,505050.0,47.573909,7.80203,79618,Rheinfelden,Schönenberg Str. 10 79618 Rheinfelden Landkreis Lörrach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
9a186d928b4895e1,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,505050.0,48.872,9.086,71701,Schwieberdingen,Im Seelach 51 71701 Schwieberdingen Landkreis Ludwigsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
81d0b77ceeec4e25,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,505050.0,49.04445,8.394077,76149,Karlsruhe-Neureut,An der Trift 2 76149 Karlsruhe-Neureut Stadtkreis Karlsruhe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
96c08676bf947835,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,505050.0,48.814907,9.226338,70372,Bad Canstatt,Hofener Str. 126 70372 Bad Canstatt Stadtkreis Stuttgart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
d27ac91bfc924f5c,Autohaus Schaller GmbH,In Betrieb,505050.0,48.068186,10.860487,86899,Landsberg am Lech,Graf-Zeppelin-Str. 1 86899 Landsberg am Lech Landkreis Landsberg am Lech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
d1d5b8f1534767e9,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,505050.0,52.495354,13.52312,10319,Berlin,Ontarioseestr. 17 10319 Berlin Kreisfreie Stadt Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
7cf274f66ee08ab6,DB Energie GmbH,In Betrieb,505050.0,52.475817,13.364036,10829,Berlin,Lotte-Laserstein-Str. 1 10829 Berlin Kreisfreie Stadt Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
c5b62cc27180bf20,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,505050.0,52.501223,13.435079,10997,Berlin,Zeughofstr. 23 A 10997 Berlin Kreisfreie Stadt Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
7c0e6f8814ce2d04,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,505050.0,52.492115,13.432001,12047,Berlin-Neukölln,Maybachufer 32-33 12047 Berlin-Neukölln Kreisfreie Stadt Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
b3deb88db32c4828,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,505050.0,52.50653,13.428637,12683,Berlin,Köpenicker Str. 145-147 12683 Berlin Kreisfreie Stadt Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
aea6587e6fcd9a60,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,505050.0,52.59392,13.43264,13127,Berlin,Pasewalker Str. 77 13127 Berlin Kreisfreie Stadt Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
f964d19e1f68c393,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,505050.0,52.585956,13.34225,13407,Berlin,Roedernallee 49-50 13407 Berlin Kreisfreie Stadt Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
7509615b5470ae48,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,505050.0,52.54627,13.469077,13409,Berlin,Indira-Gandhi-Str. 101 13409 Berlin Kreisfreie Stadt Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
719873a5a4a5d5e8,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,505050.0,52.539721,13.233375,13599,Berlin,Nonnendammallee 175 13599 Berlin Kreisfreie Stadt Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
f6b47a40b7a4b2d5,Offenbacher Verkehrs- Betriebe GmbH,In Betrieb,505050.0,50.102535,8.778847,63065,Offenbach am Main,Hebestraße 14 63065 Offenbach am Main Kreisfreie Stadt Offenbach am Main,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
f7e8ab7319ed2bc7,EMT2 GmbH,In Betrieb,505050.0,52.415541,7.430228,48480,Lünne,Gewerbegebiet 8 48480 Lünne Landkreis Emsland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
67ee1384c4691e96,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,505050.0,53.486701,9.141484,27432,Bremervörde,Alte Str. 35 27432 Bremervörde Landkreis Rotenburg (Wümme),0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
bc11fcbf181d5f3c,Blomberger Versorgungsbetriebe GmbH,In Betrieb,505050.0,51.941765,9.090226,32825,Blomberg,Brinkstraße 22 32825 Blomberg Kreis Lippe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
3ccbcccc1f713743,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,505050.0,51.4225,6.78138,47057,Duisburg,Koloniestr. 78 47057 Duisburg Kreisfreie Stadt Duisburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
65d4a52e55067f97,NEW AG,In Betrieb,505050.0,51.157465,6.448132,41236,Mönchengladbach,Odenkirchener Straße 201 41236 Mönchengladbach Kreisfreie Stadt Mönchengladbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
c9e4bd6c080ed99e,NEW AG,In Betrieb,505050.0,51.157456,6.448132,41236,Mönchengladbach,Odenkirchener Straße 201 41236 Mönchengladbach Kreisfreie Stadt Mönchengladbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
b3ed56dd72c6e8a2,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,505050.0,52.02879,11.24779,39387,Oschersleben,Anderslebener Str. 42 39387 Oschersleben Landkreis Börde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
6db6de593b5e5cfb,Hotel Dorfkrug Büsum GmbH & Co. KG,In Betrieb,505050.0,54.131663,8.859033,25761,Büsum,Alte Dorfstraße 4 25761 Büsum Kreis Dithmarschen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
d1f472f4be02d43b,Ing.W. Riemer GmbH & CO K,In Betrieb,505050.0,53.6241,10.679586,23879,Mölln,Alt-Möllner-Str. 14-18 23879 Mölln Kreis Herzogtum Lauenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
ed2921ac6c619a7d,Vereinigte Stadtwerke GmbH,In Betrieb,505050.0,53.865765,10.252332,23816,Leezen,Neversdorfer Str. 1 23816 Leezen Kreis Segeberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
80d4c1dc52c28088,Ladefix Wolfram Cüppers Einzelunternehmen,In Betrieb,505043.0,51.046881,12.797422,09306,Rochlitz,Gärtnerstr. 33 09306 Rochlitz Landkreis Mittelsachsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
d8fabaca686976d8,Autohaus Bellendorf GmbH,In Betrieb,505022.0,51.611077,6.929043,46244,Bottrop,Pelsstr. 35 46244 Bottrop Kreisfreie Stadt Bottrop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
79a125f6c277f6ad,Ladefix Wolfram Cüppers Einzelunternehmen,In Betrieb,505022.0,50.428688,12.731145,08349,Johanngeorgenstadt,Wittigsthalstr. 15Z 08349 Johanngeorgenstadt Landkreis Erzgebirgskreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
a43766bffdadd8e2,Ladefix Wolfram Cüppers Einzelunternehmen,In Betrieb,505022.0,50.433503,12.710428,08349,Johanngeorgenstadt,Eibenstocker Str. 69Z 08349 Johanngeorgenstadt Landkreis Erzgebirgskreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
50005b5afd75aa0f,Autohaus Elstermann GmbH,In Betrieb,504350.0,53.093877,8.079586,26188,Edewecht,Küstenkanalstr 92-93 26188 Edewecht Landkreis Ammerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
10d5605eaaa21150,Warth Energy GmbH & Co.KG,In Betrieb,502222.0,48.867493,8.221825,76437,Rastatt,Stettiner Str. 15 76437 Rastatt Landkreis Rastatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
ead0cc1bc3d9b1e6,CEC Haren GmbH & Co. KG,In Betrieb,480480.0,52.75019,7.163852,49733,Haren (Ems),An der Autobahn 44 49733 Haren (Ems) Landkreis Emsland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
583695af003c39a7,Sonja Riefle - Landwirtschaftlicher Betrieb,In Betrieb,451145.0,48.892561,10.613494,86759,Wechingen,Im Bach 4 86759 Wechingen Landkreis Donau-Ries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
91e27e44f78a7a07,Gemeinde Untereisesheim,In Betrieb,444444.0,49.209946,9.203903,74257,Untereisesheim,Neckarstr. 20 74257 Untereisesheim Landkreis Heilbronn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
6c7a4ad6f987233d,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,434343.0,51.98179,8.03651,48336,Sassenberg,Schürenstr. 51 48336 Sassenberg Kreis Warendorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
39ec829e36bd7df6,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,434343.0,51.522445,7.03579,45881,Gelsenkirchen,Gewerkenstr. 4 45881 Gelsenkirchen Kreisfreie Stadt Gelsenkirchen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
74d9bb8b6b3639cc,L. Baumbach GmbH & Co. KG,In Betrieb,400400.0,51.42015,9.91275,37133,Friedland,Heimkehrerstr. 1 37133 Friedland Landkreis Göttingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
8492e9b4a8ef2d8e,Thomas Lex GmbH,In Betrieb,400400.0,52.45275,7.96429,49565,Bramsche,Industriestr. 34 49565 Bramsche Landkreis Osnabrück,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
6ef786b156e71df3,Fastned Deutschland GmbH & Co. KG,In Betrieb,400400.0,50.867964,6.098497,52134,Herzogenrath,Bergerstr. 2 52134 Herzogenrath Kreis Städteregion Aachen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
5ae8673d21d8dcf6,Circle K Deutschland GmbH,In Betrieb,400100.0,49.58032,11.198352,90542,Eckental,Dr.-Otto-Leich-Str. 8 90542 Eckental Landkreis Erlangen-Höchstadt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
d8278ac2e0764e99,Circle K Deutschland GmbH,In Betrieb,400100.0,48.219536,10.127541,89257,Illertissen,Leitschäcker 2 89257 Illertissen Landkreis Neu-Ulm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
3db6a380c9bf6a3c,Circle K Deutschland GmbH,In Betrieb,400100.0,51.466638,13.868156,01987,Schwarzheide,Schipkauer Str. 20 01987 Schwarzheide Landkreis Oberspreewald-Lausitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
8676a232d39ad002,Circle K Deutschland GmbH,In Betrieb,400100.0,51.598051,7.245702,45665,Recklinghausen,Schmalkalder Str. 13 45665 Recklinghausen Kreis Recklinghausen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
59fa8aebe3c05d17,Circle K Deutschland GmbH,In Betrieb,400100.0,49.96358,8.253982,55129,Mainz,Dekan-Laist-Str. 56 55129 Mainz Kreisfreie Stadt Mainz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
a849f29b37c39a59,Circle K Deutschland GmbH,In Betrieb,400100.0,49.988604,6.903126,54516,Wittlich,Friedrichstr. 58 54516 Wittlich Landkreis Bernkastel-Wittlich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
333ff1b849b530e2,Circle K Deutschland GmbH,In Betrieb,400100.0,52.141152,11.623422,39108,Magdeburg,Albert-Vater-Str. 30 39108 Magdeburg Kreisfreie Stadt Magdeburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
3954f488f2714359,Circle K Deutschland GmbH,In Betrieb,400100.0,51.837856,10.795217,38855,Wernigerode,Am Anger 1 38855 Wernigerode Landkreis Harz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
5ecf93e8731b3106,Circle K Deutschland GmbH,In Betrieb,400100.0,50.94957,11.093359,99099,Erfurt,Am Urbicher Kreuz 34 99099 Erfurt Kreisfreie Stadt Erfurt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
d724ccae1bb7bb5e,Shell Deutschland GmbH,In Betrieb,360360.0,52.387166,13.4078,12305,Berlin,Bahnhofstraße 1 12305 Berlin Kreisfreie Stadt Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
76c1309987369279,Shell Deutschland GmbH,In Betrieb,360360.0,53.45181,9.97129,21073,Hamburg,Bremer Straße 112 21073 Hamburg Kreisfreie Stadt Hamburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
3789df6d9bfe407e,Ladepark Südbaden GmbH & Co. KG,In Betrieb,350350.0,47.990642,7.846255,79098,Freiburg im Breisgau,Schreiberstr. 1 79098 Freiburg im Breisgau Stadtkreis Freiburg im Breisgau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
17682ca2809a1733,Shell Deutschland GmbH,In Betrieb,350350.0,53.543259,10.021737,20097,Hamburg,Amsickstraße 60 20097 Hamburg Kreisfreie Stadt Hamburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
91f186cc8c9df7a5,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,350350.0,50.140657,8.582645,65760,Eschborn/Taunus,Ginnheimer St. 10 65760 Eschborn/Taunus Landkreis Main-Taunus-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
c429e113458a86d4,Lidl Dienstleistung GmbH & Co. KG,In Betrieb,350350.0,50.140602,8.582568,65760,Eschborn/Taunus,Ginnheimer St. 10 65760 Eschborn/Taunus Landkreis Main-Taunus-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
1a4dded4fa3e48ad,HEOS Object GmbH & Co. KG,In Betrieb,350350.0,50.8025,12.852029,09116,Chemnitz,Carl-von-Bach-Straße 8a 09116 Chemnitz Kreisfreie Stadt Chemnitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
9dfa73724ff4fd7b,HEOS Object GmbH & Co. KG,In Betrieb,350350.0,50.802493,12.852032,09116,Chemnitz,Carl-von-Bach-Straße 8a 09116 Chemnitz Kreisfreie Stadt Chemnitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
76363e2dda5707fe,Hahn Sportwagen Böblingen GmbH,In Betrieb,320320.0,48.689835,9.005227,71034,Böblingen,Konrad-Zuse-Str. 2 71034 Böblingen Landkreis Böblingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
317fe4356b4e2052,Hahn Sportwagen Göppingen GmbH,In Betrieb,320320.0,48.694329,9.666901,73037,Göppingen,Holzheimer Straße 1 73037 Göppingen Landkreis Göppingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
5cb3c1815f6abbce,Hahn Sportwagen Schwäbisch Gmünd GmbH,In Betrieb,320320.0,48.791359,9.772866,73529,Schwäbisch Gmünd,Ferdinand-Porsche-Weg 1 73529 Schwäbisch Gmünd Landkreis Ostalbkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
b98e27995de868ea,Hahn Sportwagen Reutlingen GmbH,In Betrieb,320320.0,48.497034,9.153819,72770,Reutlingen,Ernst-Abbe Str. 29 72770 Reutlingen Landkreis Reutlingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
c934910c831b0db0,Hahn Sportwagen Pforzheim GmbH,In Betrieb,320320.0,48.910838,8.719216,75177,Pforzheim,Kieselbronner Str. 37 75177 Pforzheim Stadtkreis Pforzheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
af0408ff800a7ada,HENRICI Sportwagen GmbH,In Betrieb,320320.0,49.965057,9.172662,63739,Aschaffenburg,Berliner Allee 2 63739 Aschaffenburg Kreisfreie Stadt Aschaffenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
376fb2cb14e584ce,JET Tankstellen Deutschland GmbH,In Betrieb,320320.0,49.527761,8.56186,68519,Viernheim,Mannheimer Str. 125 68519 Viernheim Landkreis Bergstraße,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
c255a89999a87dea,BP Europa SE,In Betrieb,300300.0,48.51626,9.759398,89188,Merklingen,Nellinger Straße 24 89188 Merklingen Landkreis Alb-Donau-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
1249ed18043f4f28,Gasthof Adler Äpfingen,In Betrieb,300300.0,48.158035,9.856452,88437,Maselheim,Hauptstr. 19 88437 Maselheim Landkreis Biberach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
edd2bbafbd799e81,EnBW mobility+ AG und Co.KG,In Betrieb,300300.0,48.702997,9.005091,71065,Sindelfingen,Neckarstr. 10 71065 Sindelfingen Landkreis Böblingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
55649f73655b4ff0,BP Europa SE,In Betrieb,300300.0,47.607814,9.586966,88079,Kressbronn am Bodensee,Linderhof 8 88079 Kressbronn am Bodensee Landkreis Bodenseekreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
23c6754141dfd89a,BP Europa SE,In Betrieb,300300.0,47.808867,7.639707,79379,Müllheim,Werderstraße 105 79379 Müllheim Landkreis Breisgau-Hochschwarzwald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
3224f8f596f28311,BP Europa SE,In Betrieb,300300.0,48.15667,7.74495,79359,Riegel am Kaiserstuhl,Forchheimer Straße 15 79359 Riegel am Kaiserstuhl Landkreis Emmendingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
c38cd6de356f10d0,BP Europa SE,In Betrieb,300300.0,48.15671,7.74496,79359,Riegel am Kaiserstuhl,Forchheimer Straße 15 79359 Riegel am Kaiserstuhl Landkreis Emmendingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
8165f0a61b22b120,EnBW mobility+ AG und Co.KG,In Betrieb,300300.0,48.644175,9.429898,73230,Kirchheim unter Teck,Kruichling 15 73230 Kirchheim unter Teck Landkreis Esslingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
a8f59d304ad016c2,EnBW mobility+ AG und Co.KG,In Betrieb,300300.0,48.704725,9.249055,73760,Ostfildern,Elly-Beinhorn-Straße 2 73760 Ostfildern Landkreis Esslingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
5426a5af94c13043,BP Europa SE,In Betrieb,300300.0,49.199271,9.23295,74172,Neckarsulm,Neuenstädter Strasse 96 74172 Neckarsulm Landkreis Heilbronn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
d107184100724632,EnBW mobility+ AG und Co.KG,In Betrieb,300300.0,49.207152,9.480891,74613,Öhringen,Siemensstr. 15 74613 Öhringen Landkreis Hohenlohekreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
6b0d22dfbf77d951,BP Europa SE,In Betrieb,300300.0,49.037727,8.687321,75015,Bretten,Alexanderplatz 0 75015 Bretten Landkreis Karlsruhe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
e95ddd0d22812d23,EnBW mobility+ AG und Co.KG,In Betrieb,300300.0,48.83014,9.131874,70825,Korntal-Münchingen,Zuffenhauser Straße 70 70825 Korntal-Münchingen Landkreis Ludwigsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
75802c5ca6a3419b,BP Europa SE,In Betrieb,300300.0,48.957041,9.244121,71711,Murr,Im langen Feld 17 71711 Murr Landkreis Ludwigsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deferred
